epoch,capsnet_accuracy,capsnet_loss,decoder_loss,loss,val_capsnet_accuracy,val_capsnet_loss,val_decoder_loss,val_loss
23,0.9042934775352478,0.12562385201454163,0.023635677993297577,0.13488899171352386,0.9308695793151855,0.10317455977201462,0.03330204263329506,0.11622898280620575
24,0.9114130139350891,0.12182394415140152,0.02352098934352398,0.1310441493988037,0.9295651912689209,0.09868637472391129,0.03308452293276787,0.11165551096200943
25,0.9117391109466553,0.11909717321395874,0.02335367165505886,0.1282518357038498,0.9304347634315491,0.09487518668174744,0.03302326798439026,0.1078203096985817
26,0.9177173972129822,0.11569435149431229,0.023284928873181343,0.12482202798128128,0.9347826242446899,0.09168186038732529,0.03307744488120079,0.10464819520711899
27,0.9188587069511414,0.11364138126373291,0.023179251700639725,0.12272768467664719,0.9352173805236816,0.09037093818187714,0.032913509756326675,0.10327302664518356
28,0.9206521511077881,0.11144032329320908,0.023110678419470787,0.12049969285726547,0.9339130520820618,0.08876429498195648,0.03288495913147926,0.10165520012378693
29,0.9264130592346191,0.10962586849927902,0.023057052865624428,0.11866423487663269,0.9404347538948059,0.08495979011058807,0.03281416371464729,0.09782294183969498
30,0.9272826313972473,0.10713083297014236,0.023036383092403412,0.11616108566522598,0.9426087141036987,0.08559058606624603,0.032780833542346954,0.09844066947698593
31,0.9259782433509827,0.10610856115818024,0.022937139496207237,0.11509989947080612,0.9404347538948059,0.08360397070646286,0.03268683701753616,0.09641721099615097
32,0.9284239411354065,0.10395237803459167,0.02281198836863041,0.1128946989774704,0.947826087474823,0.08177869766950607,0.03262092173099518,0.09456610679626465
33,0.9292391538619995,0.10276900231838226,0.022811386734247208,0.11171107739210129,0.9430434703826904,0.08125155419111252,0.032556936144828796,0.09401389211416245
34,0.9284782409667969,0.10259263962507248,0.022795161232352257,0.11152837425470352,0.9469565153121948,0.08040809631347656,0.03258805721998215,0.09318262338638306
35,0.9321739077568054,0.10066414624452591,0.022767363116145134,0.10958894342184067,0.9447826147079468,0.0799441859126091,0.03256814926862717,0.09271091967821121
36,0.9313586950302124,0.10047707706689835,0.022797001525759697,0.10941345244646072,0.9452173709869385,0.07871929556131363,0.03251773491501808,0.0914662629365921
37,0.9336956739425659,0.09930261969566345,0.02270873449742794,0.10820446163415909,0.9439130425453186,0.0787939727306366,0.03252309933304787,0.09154301881790161
38,0.9350000023841858,0.09891383349895477,0.022645261138677597,0.10779077559709549,0.9473913311958313,0.0780363604426384,0.03245781734585762,0.09075982868671417
39,0.9341304302215576,0.09805303812026978,0.02263123355805874,0.10692445188760757,0.9504348039627075,0.07670436054468155,0.032465461641550064,0.08943082392215729
40,0.9352173805236816,0.0973130539059639,0.02255220152437687,0.10615348815917969,0.9495652318000793,0.07643497735261917,0.03243072330951691,0.08914781361818314
41,0.9352173805236816,0.09732025861740112,0.022624855861067772,0.10618922114372253,0.9504348039627075,0.07684680074453354,0.032440755516290665,0.08956357091665268
42,0.9353804588317871,0.09656152874231339,0.022553598508238792,0.10540255904197693,0.9495652318000793,0.07547266781330109,0.032401494681835175,0.08817404508590698
43,0.9338043332099915,0.09712516516447067,0.022615380585193634,0.10599040985107422,0.9513043761253357,0.07561683654785156,0.03237411752343178,0.08830747753381729
44,0.937228262424469,0.09543027728796005,0.022530563175678253,0.10426224768161774,0.9508695602416992,0.07639949023723602,0.032415322959423065,0.08910629898309708
45,0.9357608556747437,0.09536845237016678,0.02255309373140335,0.10420925915241241,0.949999988079071,0.07523032277822495,0.032386306673288345,0.0879257395863533
46,0.9386956691741943,0.09403620660305023,0.02252836339175701,0.10286730527877808,0.9491304159164429,0.07551636546850204,0.032403796911239624,0.08821865916252136
47,0.9362499713897705,0.09469164907932281,0.022595558315515518,0.10354907810688019,0.949999988079071,0.07509708404541016,0.03239533305168152,0.08779603987932205
48,0.939130425453186,0.09431733936071396,0.02255312353372574,0.10315816104412079,0.9508695602416992,0.07465562224388123,0.03238508477807045,0.08735057711601257
49,0.9367391467094421,0.09427908807992935,0.022507650777697563,0.10310212522745132,0.9517391324043274,0.07478929311037064,0.03237590938806534,0.08748064935207367
