epoch,capsnet_accuracy,capsnet_loss,decoder_loss,loss,val_capsnet_accuracy,val_capsnet_loss,val_decoder_loss,val_loss
0,0.11230263113975525,0.8094323873519897,0.045942217111587524,0.8274405598640442,0.102631576359272,0.8094310760498047,0.047582656145095825,0.8280832767486572
1,0.10361842066049576,0.911573052406311,0.0412600114941597,0.9277458786964417,0.10000000149011612,0.676813542842865,0.04791218787431717,0.6955950260162354
2,0.10223684459924698,0.5591042637825012,0.04129673168063164,0.5752924680709839,0.1305263191461563,0.5348097681999207,0.04724321514368057,0.5533291101455688
3,0.1654605269432068,0.5130752921104431,0.04013101011514664,0.5288066864013672,0.28368422389030457,0.45757684111595154,0.04554003104567528,0.4754284918308258
4,0.2702631652355194,0.4615285098552704,0.03718166798353195,0.47610363364219666,0.4236842095851898,0.39978688955307007,0.04257727041840553,0.41647717356681824
